split,query_index,ids
tuning,45,26970;3154;61030;78760;5730;550;86259;82216;9392;25442
tuning,46,26919;20130;80658;97806;28188;23702;57876;2474;8451;10125
tuning,47,14726;1756;13190;57757;47424;29514;15386;16402;4086;96804
tuning,48,85328;75062;79358;79646;70131;68149;68170;38920;99324;63343
tuning,49,32080;56930;35478;32598;67610;70214;25047;56160;37636;31946
tuning,50,10276;51604;39102;39406;33270;80286;26276;57546;57410;26052
tuning,51,94748;86754;94570;94434;31584;75354;4539;18736;75208;91890
tuning,52,55576;78164;83094;99539;83168;22494;90476;17368;91996;83552
tuning,53,99916;24362;28812;23872;37108;9762;54086;24772;6152;2078
tuning,54,88461;93798;86180;89151;98012;8550;83820;90350;98636;81046
tuning,55,22718;45764;87902;96146;580;1322;51498;81778;83456;42467
tuning,56,60388;62044;22567;19274;36480;54564;43625;36804;41010;71348
tuning,57,85552;57089;48834;5844;16100;17052;82682;84300;2462;1342
tuning,58,2144;2191;84276;11698;35956;10540;79494;11696;19542;52709
tuning,59,50190;90712;44828;9334;93591;9293;15282;85110;7148;41472
tuning,60,16990;56506;39105;31368;7326;3931;95390;84806;86548;42104
tuning,61,67668;39642;37623;86628;39322;15006;14206;36364;87554;58320
tuning,62,23234;60662;86580;61880;90028;9064;96948;63924;61945;12224
tuning,63,37426;21260;99678;32320;43054;26739;49079;3792;91033;20902
tuning,64,97120;1080;6234;6066;522;2344;574;27626;85376;1416
tuning,65,93798;89151;8550;73611;6536;86180;81046;88461;98636;90350
tuning,66,88972;96484;76563;87201;90112;17056;71644;56400;16215;59280
tuning,67,34504;736;26240;55916;6428;78402;3094;17608;26936;3127
tuning,68,99821;13890;28376;26032;93258;37554;99681;35456;21320;19512
tuning,69,32510;47556;7150;89658;5082;80668;45237;18680;14544;18402
tuning,70,98690;79764;99344;46700;12040;62528;59882;72814;95186;87572
tuning,71,26229;4255;35928;71142;19788;28912;19524;63598;18200;73488
tuning,72,92864;40654;66538;41244;92976;53398;43594;64090;12254;1064
tuning,73,99000;46960;35508;22587;49452;19760;37197;66618;18200;5002
tuning,74,4243;15740;11372;12280;17474;73570;49308;1906;95274;95344
tuning,75,96114;816;26156;45638;62713;64674;300;59734;43010;63894
tuning,76,99000;46960;35508;22587;49452;19760;37197;18200;66618;5002
tuning,77,12254;12197;52334;11516;1064;1659;12864;49806;874;77611
tuning,78,18904;16631;24016;61945;95621;63924;15822;83100;61880;23822
tuning,79,2564;95274;66034;93654;95081;46336;87728;59762;13067;1270
tuning,80,84870;15768;60204;95606;20848;14454;23746;46758;4776;44954
tuning,81,58708;9890;63598;88114;32719;14608;91374;54786;18200;2890
tuning,82,59898;58732;60336;26941;9730;56155;74222;54788;56322;40280
tuning,83,44954;46022;45026;45930;45875;1000;42618;13166;29880;10056
tuning,84,66538;40654;41244;53398;92864;92976;43594;53208;12254;1064
tuning,85,34566;10980;54692;54572;19788;73762;66364;51030;20518;34790
tuning,86,54720;27224;9148;66212;43143;9994;14274;65488;16438;88114
tuning,87,34566;10980;22360;73762;56588;45791;19788;51030;11092;20518
tuning,88,15822;61945;86597;24162;24016;23822;18904;9064;61880;16631
tuning,89,61118;60496;63726;15740;60874;60465;21828;79502;63974;60959
tuning,90,420;9810;59702;5428;53707;87336;10508;7822;48641;58970
tuning,91,74555;9880;15604;9786;5344;92460;5172;42248;73056;77234
tuning,92,99654;40868;13166;84748;30166;28434;10150;41816;42440;59461
tuning,93,41060;24114;10316;7370;16210;90814;91436;23061;8760;59770
tuning,94,2894;38746;16778;6278;73286;85926;66952;4196;10280;39232
tuning,95,2935;75952;77378;52248;59776;96308;91783;43749;32455;12998
tuning,96,16438;42264;65488;54720;9148;43143;79560;64376;16558;79592
tuning,97,86016;86259;45174;41568;58538;29186;10980;168;32719;3140
tuning,98,2068;78930;91243;98102;93036;99516;65880;96603;99476;97959
tuning,99,52234;14934;34372;23859;30186;73644;73307;11014;25272;52744
tuning,100,57290;16010;50426;51004;2267;79524;79294;15966;50244;2230
tuning,101,99020;99564;99749;31035;62434;30194;63343;74396;50070;70131
tuning,102,74396;71876;57078;25047;99324;68040;68170;63343;37228;14062
tuning,103,85328;72190;79358;38920;70131;75062;29544;71876;63343;28900
tuning,104,92650;35114;61266;49614;41581;87266;61290;40276;15282;39854
tuning,105,94748;94570;75354;86754;94434;89917;84240;91918;40264;91890
tuning,106,99916;24362;23872;28812;9762;24772;54014;54086;22816;95153
tuning,107,28948;85036;71218;30823;33151;21712;64026;41993;39642;40946
tuning,108,13540;13023;25126;34504;28118;8786;53154;32356;58388;31392
tuning,109,74076;78204;67178;22718;41768;51498;74836;78590;78994;93258
tuning,110,96114;26156;4926;300;816;45638;22128;22618;15006;29656
tuning,111,26644;72950;15748;15840;70974;19384;74110;15452;27124;73902
tuning,112,30898;33165;7988;55474;33939;58173;73438;36052;30579;26476
tuning,113,9294;71671;9590;15450;8846;9486;21547;88918;88944;9104
tuning,114,9870;5659;1579;1402;1396;96169;2062;42442;26943;74766
tuning,115,51546;11704;62112;83741;89240;19831;90476;99702;5536;89001
tuning,116,26146;21398;34566;34790;49308;68698;47532;83638;41376;27049
tuning,117,83592;73826;82328;72686;84620;49324;37432;37498;62182;30436
tuning,118,73826;84620;83592;13188;61528;95582;42563;12322;35922;12488
tuning,119,440;45341;10748;17160;87798;10903;1906;49554;16914;28510
tuning,120,44446;33206;429;4710;16114;41770;13212;3620;65880;72057
tuning,121,11764;84870;22128;12134;9726;7712;46058;61398;86723;398
tuning,122,24016;23822;98620;24162;72718;47090;55362;18430;76932;27878
tuning,123,33882;34716;23749;21986;32932;42554;93974;22872;35218;55362
tuning,124,97959;99516;99476;98006;22784;68289;28178;7298;18610;51104
tuning,125,99838;43600;1215;92286;10988;13335;8360;88433;6342;87036
tuning,126,5942;26941;36412;48942;56322;39660;73112;38482;58584;38338
tuning,127,99498;47582;104;98080;28034;68945;102;86510;29068;77252
tuning,128,48690;6851;59667;88670;21362;2630;48180;18878;39820;68916
tuning,129,1318;52271;12134;90764;55830;67762;3000;90;27434;9726
tuning,130,98272;39630;7195;29270;35106;25854;74110;23790;95621;23035
tuning,131,46022;44954;45930;45026;1000;32960;30359;29880;10056;38532
tuning,132,61612;73307;73438;61632;73590;73644;57543;37938;9124;78783
tuning,133,27434;4030;84806;37426;67762;90764;90;22560;88382;50698
tuning,134,4169;94242;8620;97724;39873;39808;31818;7436;4376;56024
tuning,135,5222;40388;41066;65704;9440;41146;3108;40779;72210;67186
tuning,136,91890;91918;89917;98094;84240;90148;89932;86754;75354;60592
tuning,137,99821;684;35547;1796;14160;34542;13890;99681;58578;58446
tuning,138,55450;62162;9952;10116;92467;51564;97254;50812;81268;72856
tuning,139,99709;55349;23196;59667;3462;12347;24208;54194;34496;259
tuning,140,57410;57546;48589;86150;44828;26052;80286;50665;22982;85112
tuning,141,15586;15552;41498;27204;44131;27042;51148;72828;5172;18310
tuning,142,87572;99344;59882;79764;87344;95186;54640;46797;47402;53586
tuning,143,91992;63030;23671;92700;23824;23754;26182;23570;67048;82456
tuning,144,10972;99686;64902;91462;53274;61967;30288;16352;53672;42394
tuning,145,41060;10316;59770;24114;14902;43918;45100;62713;10832;16210
tuning,146,12079;16218;32026;96146;21090;31802;98166;16215;29496;39084
tuning,147,94002;95414;14980;70237;33166;5296;754;27850;10380;6440
tuning,148,98878;18352;3828;22306;18640;53332;9870;64852;25830;87388
tuning,149,49788;49044;25108;3140;29186;25056;26338;22128;17326;32719
tuning,150,41079;4100;14035;2098;50128;53766;58574;83966;84276;62102
tuning,151,94954;15386;558;75118;1756;57757;68170;24263;14726;12596
tuning,152,81338;81768;99472;74808;95769;80230;39576;11678;12632;44768
tuning,153,87266;30554;8198;74757;62322;8982;15282;92650;87300;35034
tuning,154,94954;32080;25047;35478;54010;37636;81085;56160;56930;73722
tuning,155,98572;69106;51802;97920;29872;1695;56112;81268;46339;34536
tuning,156,60592;62912;30174;90148;17819;84240;98094;86754;81064;12632
tuning,157,93236;67772;52439;88088;39618;14920;63168;49499;17504;71020
tuning,158,18706;90500;68332;68296;88526;84834;33050;12632;98194;91164
tuning,159,57410;57546;26052;80286;85112;48589;85152;15182;22584;18184
tuning,160,88461;86180;87710;87618;93800;94034;90614;81046;90256;8550
tuning,161,29670;96146;22718;21090;78590;81778;40014;51498;42467;82700
tuning,162,23196;24208;45342;19768;51572;12347;49840;44046;7150;14544
tuning,163,22749;97906;70736;46296;23527;85044;87576;82952;88676;43760
tuning,164,64026;42790;5330;48503;7472;29186;9552;16330;17926;82242
tuning,165,73307;57543;73644;73438;73418;73590;61612;71404;9124;73098
tuning,166,12520;906;69626;42394;36364;53274;97111;73044;95352;1644
tuning,167,29186;81496;27124;58538;82214;29250;28528;45174;92244;11012
tuning,168,55680;81840;96238;92670;62182;99476;16380;99516;94877;71126
tuning,169,40714;41602;21134;54720;95606;50826;85539;30088;36200;21170
tuning,170,49788;49044;43874;29186;3140;40714;82744;85584;26086;17326
tuning,171,72856;55450;92467;50812;9952;97254;59432;63951;51174;16374
tuning,172,60858;4781;13044;11694;26919;30867;35884;46254;56882;58108
tuning,173,3975;8912;55362;36862;92736;91852;4588;58602;4946;6406
tuning,174,24683;6362;16802;6420;25580;5946;77496;98476;77306;39509
tuning,175,22718;96146;51498;1322;87902;47490;40014;74836;78590;32026
tuning,176,3459;38680;37248;72210;98461;6184;4218;38220;64626;50665
tuning,177,79485;32958;79807;28298;50771;98946;99234;30244;88595;86446
tuning,178,75176;41472;33838;85110;5323;15282;80338;50484;75294;23496
tuning,179,38482;57502;52370;97268;58172;20214;55338;37864;97374;51243
tuning,180,46748;96528;2734;20427;23870;88088;78852;32642;32646;90476
tuning,181,18780;18602;19576;38928;18726;31850;39044;12422;12148;19850
tuning,182,10624;10438;11828;9523;12614;11308;25670;83702;12374;9554
tuning,183,30634;31945;32748;29378;32340;9826;89352;46856;13722;12304
tuning,184,62112;39105;40373;83741;34298;51546;34653;5498;32016;60282
tuning,185,51546;11704;83741;62112;19831;16036;5536;17484;89001;89240
tuning,186,92190;60282;5536;94748;56742;39224;83741;81170;17504;89964
tuning,187,99780;23496;65444;49413;1170;17458;16064;69156;71020;18388
tuning,188,20232;19048;4492;28682;58294;74960;92467;77624;65332;40054
tuning,189,35728;48919;35572;6326;32020;85012;31080;18426;40014;1322
tuning,190,99434;340;376;63880;69619;21016;36044;19674;88388;79758
tuning,191,44279;43631;37636;80810;36304;81085;68040;22808;28972;56930
tuning,192,99020;30194;28988;70131;99749;21356;63343;39286;74396;26780
tuning,193,28948;37964;15884;99368;37623;3007;89125;16027;54924;39322
tuning,194,76563;88972;96484;26528;87201;90112;17056;35494;71644;16215
tuning,195,30596;58990;34226;34104;30248;56024;1360;406;94354;5788
tuning,196,14895;58776;33782;99994;31264;429;60342;1843;72686;97284
tuning,197,9552;34026;17926;41171;27564;9890;2890;42790;318;82774
tuning,198,63880;33165;7988;36592;340;80112;36044;77510;376;81893
tuning,199,35922;59166;160;79560;77480;43486;58180;19866;53651;12544
tuning,200,14062;78702;44279;27266;79952;99089;43631;44266;81085;37636
tuning,201,31035;77402;99564;99020;63343;99749;62434;37228;69106;70131
tuning,202,99472;95769;81338;81768;2996;8276;86224;61530;23484;11678
tuning,203,87127;41861;21022;36888;97742;64494;12984;70237;57218;96603
tuning,204,702;27124;19990;3518;10122;26338;3140;34791;26970;55432
tuning,205,30672;63990;9530;10630;30707;7338;92460;54572;63649;33742
tuning,206,55334;29894;28930;34856;44730;43850;55324;96238;94304;4538
tuning,207,3016;87336;38750;79186;91884;24162;48641;52156;42864;60959
tuning,208,47200;61266;77402;20960;57124;9468;57078;28988;14918;30194
tuning,209,99020;99749;99564;31035;62434;7226;91580;74396;63343;49234
tuning,210,94434;81064;632;93591;80266;59964;98210;98072;84240;91918
tuning,211,58388;13540;34504;13023;25126;31819;90720;50491;28960;32160
tuning,212,37248;9606;38680;3459;55652;81948;22356;38220;25018;21280
tuning,213,44954;46022;45026;45930;38532;45875;30359;1000;29880;13166
tuning,214,28196;22120;73418;28878;74260;31560;64688;30028;33106;31616
tuning,215,99994;97510;27478;2068;8711;95082;60878;90150;91243;99516
tuning,216,71470;15709;16116;72527;71330;84858;22262;68178;28190;16714
tuning,217,83276;64750;65656;83502;92157;64404;63649;68842;71084;74540
tuning,218,94002;95414;22416;69461;79781;51508;64848;16330;32302;2890
tuning,219,41602;14162;23854;30088;43143;79592;36200;27224;50826;14274
tuning,220,64852;354;45791;99678;22620;11178;8912;18640;86026;20866
tuning,221,18726;18780;18602;19576;19850;39008;28019;7636;19254;38928
tuning,222,68974;89151;20532;32416;8712;6210;1472;2870;7636;79792
tuning,223,44954;46022;45930;45026;38532;30359;45875;32960;29880;9520
tuning,224,91243;2068;98102;78930;8607;65880;96603;99476;8711;99516
tuning,225,45102;59130;46160;53198;60650;50290;46868;22346;84324;8900
tuning,226,16540;10698;550;15994;95623;29830;10506;35104;14789;15900
tuning,227,17572;9526;11133;15392;10052;10176;14957;54211;14339;12350
tuning,228,38928;19850;19576;39008;9443;18364;21788;19254;34504;16714
tuning,229,16540;10698;550;15994;10506;95623;29830;14789;18930;15900
tuning,230,23750;37248;38184;38220;60734;38680;61410;98924;3459;146
tuning,231,62764;24043;39382;19961;40254;27682;98572;22090;31790;18018
tuning,232,41060;10316;24114;43918;59770;14902;23061;45100;62713;60140
tuning,233,29108;5330;94877;26810;89808;19828;26994;7472;3812;21528
tuning,234,1526;56152;1094;34010;13084;2042;84164;71370;9438;83702
tuning,235,85328;79358;38920;75062;72190;70131;79646;71876;68170;77402
tuning,236,33050;97389;42868;10540;62330;7188;42652;78702;92650;70514
tuning,237,31035;99564;62434;99749;30194;99020;50070;4496;77402;70131
tuning,238,89838;97576;17368;39640;39576;69878;32016;56258;93772;39419
tuning,239,35254;58184;32038;27158;54846;990;92036;34150;29590;18792
tuning,240,87201;88972;76563;90112;96484;35494;26528;39084;17056;59280
tuning,241,24362;99916;23872;9762;24772;28812;23558;22816;54014;54086
tuning,242,90350;86180;10314;6536;98636;93798;98700;83820;90614;69263
tuning,243,18126;95153;10006;78154;57906;87064;5366;57784;24362;20190
tuning,244,20424;66467;55349;62250;25462;39831;54895;816;68798;52656
tuning,245,10624;10438;11828;9523;83702;11308;65704;12614;58261;12374
tuning,246,41060;90814;43918;24114;10316;58370;14902;7370;23061;28912
tuning,247,43512;7386;24906;34263;35884;62102;71154;63910;49838;39105
tuning,248,4169;31818;39808;8620;4376;94242;38706;39873;69801;97724
tuning,249,82682;5844;85552;98853;56460;17052;6134;15419;19526;1342
tuning,250,46022;44954;45930;30359;45026;38532;45875;32960;1000;85676
tuning,251,99434;340;376;63880;21016;53421;72758;36044;76972;36592
tuning,252,34263;33628;46104;43570;13182;5490;91996;5498;43512;2760
tuning,253,30704;20427;13182;56424;20662;8982;5490;1148;40512;69246
tuning,254,24521;15967;95384;15594;24650;22948;47684;2430;16948;71488
tuning,255,99916;24362;9762;28812;23872;54014;95153;6152;22816;24772
tuning,256,17572;9526;11133;15392;10176;10052;14957;54211;14339;12350
tuning,257,22948;24521;71488;95384;15967;47684;29596;10174;24650;2430
tuning,258,99472;95769;81768;81338;5362;97530;71970;44768;74511;16406
tuning,259,97124;20376;13718;55150;41768;33556;42194;1386;46142;574
tuning,260,1080;574;97120;2344;6234;27626;85376;62213;522;867
tuning,261,7434;7410;6410;97961;98636;98700;67790;51786;10314;36390
tuning,262,99821;684;37220;2538;69818;93258;13890;59164;37554;40228
tuning,263,19967;89658;42716;88846;85012;88296;63346;28332;31080;86082
tuning,264,28948;33151;85036;30823;85087;41993;21712;14820;4856;40946
tuning,265,6440;90150;41422;50268;26478;63534;14171;5626;30447;6210
tuning,266,7276;12764;35960;91500;83586;91396;7064;6552;11136;6758
tuning,267,99020;99749;31035;62434;41581;15334;61290;74396;99564;69106
tuning,268,46104;34263;5490;33628;43512;4536;32282;61188;25612;18124
tuning,269,35494;87201;88972;7636;8604;7412;59280;7258;17056;25518
tuning,270,9526;11133;15392;10052;17572;10176;14957;2796;47156;25462
tuning,271,31275;32564;25076;53628;93768;32828;43768;17264;18832;54890
tuning,272,8846;28286;9104;9590;71671;59171;26943;1579;7312;67750
tuning,273,4176;57566;4116;48832;9734;50738;46696;89130;66264;76962
tuning,274,99384;27814;6056;5024;3894;50298;66952;22416;33776;6538
tuning,275,41060;14902;24114;23061;10316;59770;43918;65410;59734;2880
tuning,276,99994;60878;90150;27604;85524;33782;8711;97510;9708;77228
tuning,277,15709;16116;22262;84858;71470;78760;70736;71330;5086;72527
tuning,278,64750;83276;64404;65656;63649;83502;92157;68842;17748;45548
tuning,279,57543;73307;73438;73418;73590;9124;73098;73644;71404;37938
tuning,280,31139;1175;63652;8790;8688;7830;20780;88267;8020;11010
tuning,281,97959;99516;99476;98006;93036;53799;2068;75834;1459;67822
tuning,282,63880;99434;340;376;69619;36592;36044;60673;76972;72758
tuning,283,104;99498;47396;19760;18200;28854;74508;60048;98080;70662
tuning,284,16438;43143;65488;16558;64376;54720;42264;79560;88114;25056
tuning,285,59776;16658;2314;7126;292;27616;72686;12856;28281;23750
tuning,286,14726;47424;80692;28188;97259;94954;72190;8451;97806;68170
tuning,287,14062;80810;68040;97294;91580;37228;68042;44279;32750;44266
tuning,288,55576;89838;78164;22494;99539;40264;24874;83094;93772;32016
tuning,289,17819;75354;87370;16776;62912;1422;60592;10136;80408;5490
tuning,290,72458;98636;98700;70662;44788;16714;97961;59164;58240;49582
tuning,291,99472;81338;95769;81768;32282;43512;20662;5490;2373;30704
tuning,292,3459;9606;1146;39102;25018;11070;60251;80286;81948;55652
tuning,293,32916;32687;6008;58619;81328;18240;39979;60388;65974;22567
tuning,294,99709;54194;3462;55349;12347;22160;496;80668;24102;18344
tuning,295,15967;71488;24521;22948;95384;24650;15594;16948;10174;47684
tuning,296,90146;1268;724;11506;49174;20424;34454;84206;35968;49382
tuning,297,87106;83598;56414;83556;13514;12492;89916;496;82520;7504
tuning,298,23196;24208;22160;19768;26574;42789;5895;27818;45342;26738
tuning,299,14882;69801;34226;26570;47532;7436;10290;39873;8620;31818
tuning,300,43010;56806;2668;816;41162;64522;93030;30172;43308;48641
tuning,301,85578;86459;76769;67090;44770;85460;13766;2660;13016;47454
tuning,302,96876;98210;90119;10646;39296;2652;90208;35884;98376;13044
tuning,303,78702;79952;4496;99714;33050;97389;10540;7188;70514;99089
tuning,304,55587;97389;94501;41536;6690;51000;91798;17502;75794;9826
tuning,305,5362;46104;2014;43512;26352;5490;4536;85152;81768;95769
tuning,306,93772;39640;32016;89838;89232;99538;39419;97576;88748;97662
tuning,307,99472;95769;81768;81338;16406;39854;17102;44768;23870;5362
tuning,308,99184;71126;32814;47144;69524;23382;28188;19831;17484;62104
tuning,309,75516;39640;88748;90476;89240;99539;39419;97662;76764;93772
tuning,310,23872;24362;99916;54014;24772;54086;23558;22816;9762;28812
tuning,311,99821;684;99681;59164;13890;34542;1476;40228;14160;24102
tuning,312,4094;3970;40368;93134;7898;78258;4440;23844;85936;60506
tuning,313,92190;17368;89001;83741;69878;39936;68332;39419;60282;81170
tuning,314,43844;53274;4934;5024;16210;11938;54730;67373;98806;97741
tuning,315,99384;6056;22587;57456;41040;35508;60112;89125;85308;6538
tuning,316,99654;13166;84748;40868;59461;32874;83160;28434;83317;33384
tuning,317,64674;52698;41564;80850;4999;5118;68932;81398;75834;98439
tuning,318,58958;63044;92826;33384;66988;7724;27124;52504;33626;75768
tuning,319,38296;74388;38354;9206;26943;39070;19384;9486;11328;30192
tuning,320,3960;3944;45046;29722;10596;4094;82675;50750;77036;3970
tuning,321,74676;87994;70024;1652;75576;1874;3928;30076;29883;45272
tuning,322,98198;85926;2894;16778;972;38746;66952;99591;10150;52234
tuning,323,45373;57350;9708;22926;25482;5638;71882;48690;77252;69794
tuning,324,46022;44954;45341;45026;1000;84748;45930;10056;29880;93222
tuning,325,37498;27370;49772;4522;27814;5630;63418;5212;70630;66160
tuning,326,83502;83276;63649;64750;65656;92157;64404;68842;8702;71084
tuning,327,84457;54404;946;6751;90814;1034;3294;5024;4999;95318
tuning,328,3944;3960;45046;29722;10596;4094;82675;3970;50750;10798
tuning,329,74388;38296;38354;9206;39070;26943;9486;19384;64026;51656
tuning,330,53274;85654;17623;3979;3171;3894;35776;23713;86043;12486
tuning,331,38296;3960;39070;73902;51656;4094;3944;3970;96169;94877
tuning,332,94002;95414;14980;69461;22416;81840;92037;91081;3850;25804
tuning,333,52234;52744;73644;23859;73307;946;59296;11082;96085;43131
tuning,334,60204;20848;84870;44954;4776;23746;45930;21484;20318;59526
tuning,335,43143;54720;65488;88114;25056;64376;16438;9994;50826;9148
tuning,336,20210;990;29918;4186;22710;146;40635;96464;35590;27434
tuning,337,79485;79807;28298;30244;32958;6078;3246;3954;88595;89024
tuning,338,96344;41660;41565;58718;80708;41378;8290;17546;31264;22360
tuning,339,81372;4859;887;93530;11982;82604;2668;9582;26187;36476
tuning,340,1175;36094;31082;80112;16728;26000;63652;20680;96344;19578
tuning,341,99952;97259;17819;96876;81064;16940;80266;75294;83412;62912
tuning,342,32080;48154;56930;35032;99324;35478;70214;97294;37636;68149
tuning,343,56162;74757;14780;87564;2652;31946;73722;77402;67610;15748
tuning,344,10850;83184;86150;94387;85983;69263;57124;32598;51000;81328
tuning,345,55587;97389;19119;41536;11450;85998;19314;96341;51000;13250
tuning,346,51536;25354;98461;4372;59638;31412;25958;80771;65281;10284
tuning,347,78928;12148;31850;3702;39044;7636;12422;7412;17784;83992
tuning,348,22718;51498;74836;64308;32112;96146;81778;42467;89826;74076
tuning,349,98700;98636;98731;90614;90350;3040;6410;7410;7434;6558
tuning,350,18126;95153;10006;87064;6960;35592;89762;28206;11164;11968
tuning,351,58619;88460;57962;87618;20446;46278;79044;10387;88461;19130
tuning,352,85936;73045;74110;73902;73686;15840;89008;15452;31597;15748
tuning,353,74388;38296;38354;9206;39070;26943;9486;19384;64026;26994
tuning,354,7336;72828;16650;4832;8480;2092;8320;4642;5598;1637
tuning,355,28286;59171;21547;67750;60506;60503;8846;76272;2608;11038
tuning,356,7338;36134;34628;26164;2;21660;38238;92004;15552;16420
tuning,357,44954;46022;45026;45930;45875;1000;30359;38532;13166;29880
tuning,358,79714;46205;46283;85654;45957;46234;60352;45879;61762;87206
tuning,359,38296;39070;38354;74388;47282;79164;9206;94877;9486;51656
tuning,360,8943;46701;56806;74949;1732;47278;51388;83704;2051;20912
tuning,361,83276;64750;63649;83502;65656;92157;64404;68842;96444;96414
tuning,362,11970;11910;13242;23338;53374;12090;12262;12318;38090;12122
tuning,363,4859;887;81372;2668;36476;82604;51118;9254;30508;11982
tuning,364,97124;24682;33556;20376;53058;26240;94988;1386;70192;36594
tuning,365,32160;72000;90720;34504;99464;32270;32120;32356;31392;13023
tuning,366,1175;63652;31139;8790;8688;7830;88267;20780;16728;8020
tuning,367,32598;94387;86150;85983;81522;10850;69263;72276;83184;79196
tuning,368,25126;13540;31818;90720;36664;13023;50990;28960;34504;65370
tuning,369,24362;99916;54014;9082;28812;23872;9762;39509;95153;54086
tuning,370,22568;90605;10528;71694;20694;7150;38260;47480;49840;19916
tuning,371,68974;89151;68140;69263;52604;69264;6536;20532;3264;8712
tuning,372,99994;97510;33782;39028;23750;26402;31302;4020;3662;54564
tuning,373,3296;76624;79780;14952;68858;26955;35378;79301;82679;1494
tuning,374,78930;2068;91243;96603;99516;4767;99476;98102;76453;97959
tuning,375,60204;84870;4776;23746;50512;20848;30957;41415;44954;45875
tuning,376,48814;85540;96344;53292;44310;88569;96150;81038;14674;77720
tuning,377,90452;97254;51174;55450;59432;4416;50031;50812;81268;63733
tuning,378,41060;24114;23061;14902;10316;59770;59734;16210;90814;43918
tuning,379,73307;61612;73438;73590;9124;61632;73098;57543;78783;73418
tuning,380,15604;2035;77234;5344;5130;92460;51148;5228;72670;44131
tuning,381,22718;88296;51498;46424;21320;46412;96146;47490;74836;1322
tuning,382,99709;54194;3462;96912;10174;23196;22160;24102;80668;42789
tuning,383,99498;34104;74508;70662;98080;15102;28854;45004;54258;64680
tuning,384,34008;34972;39105;4708;45688;68042;9373;43992;88086;72294
tuning,385,97806;97259;96876;16402;14726;558;20130;11782;42656;15386
tuning,386,1163;34298;1148;31227;33820;93372;98282;93036;26842;31152
tuning,387,496;3462;1330;2500;32754;7150;80668;90605;7504;65478
tuning,388,97662;32476;83398;39640;39419;89232;62246;32294;75354;88748
tuning,389,7434;7410;6410;98700;98636;97961;59096;3040;67790;51786
