split,query_index,ids
evaluation,45,31414;12192;7911;13989;842;19174;20401;24333;8791;43814
evaluation,46,13989;1137;47674;6019;1007;33554;36329;31414;10065;43814
evaluation,47,16761;23389;48969;20401;2489;24333;2259;15373;5905;18366
evaluation,48,5657;48969;24333;12794;32465;19174;47674;2489;41950;23389
evaluation,49,2259;15373;39450;46062;24136;16761;24333;23389;16449;4407
evaluation,50,7911;4407;36329;5905;48969;19174;43814;39450;47674;12794
evaluation,51,29753;32465;12192;43202;31414;23159;20401;47674;47644;1007
evaluation,52,32465;2259;6887;36329;48969;10065;29753;1137;47644;4407
evaluation,53,842;5657;6887;46062;16761;15373;4465;23389;12794;47674
evaluation,54,13989;6887;18366;33554;24333;2259;1137;48969;15373;23389
evaluation,55,19174;34971;18493;24136;4407;6025;5657;842;32558;47455
evaluation,56,19174;9281;23389;15373;8791;12794;13989;6887;46062;47644
evaluation,57,4407;8791;5905;23159;24333;16449;32558;19174;12192;9281
evaluation,58,18366;46062;2259;9281;1007;19174;4407;6019;24136;6025
evaluation,59,10065;24333;4465;12794;5657;34971;36329;6025;842;32558
evaluation,60,4407;18366;47455;10065;6887;3983;1137;15373;41950;43202
evaluation,61,31414;23159;2259;8791;20401;29753;15373;32465;4407;6313
evaluation,62,48969;9281;5905;47674;32465;18493;12794;4465;19174;2259
evaluation,63,41950;18493;47674;2489;6887;24333;36488;13989;12794;7911
