split,query_index,ids
evaluation,34,1044;4879;1902;18612;19678;20753;8548;674;24719;21251
evaluation,35,8186;17446;16595;3260;23932;10629;6056;1877;19497;10504
evaluation,36,20540;20752;17573;14786;4247;11259;11709;24289;13704;8300
evaluation,37,12582;22651;15682;9928;14625;10662;14977;14682;6853;7493
evaluation,38,24363;20495;5819;22878;13434;1960;10023;17199;5152;23357
evaluation,39,23533;11294;6189;2127;22588;4216;15205;3292;23740;6534
evaluation,40,21645;1784;21840;22654;16415;12208;12843;15906;13985;21399
evaluation,41,967;22237;19117;5847;10618;15016;18266;23355;22763;3167
evaluation,42,7780;9904;15524;14985;19539;24930;16819;21815;21833;12962
evaluation,43,10464;12386;13108;24181;1193;16031;2922;13794;24520;5495
evaluation,44,19836;20701;16650;5150;15072;24042;2458;12337;20787;7724
evaluation,45,12886;24920;8283;24271;1128;4164;5991;15696;22230;11207
evaluation,46,835;14943;7655;9775;2326;20384;24220;114;22466;21892
evaluation,47,6591;21929;18662;20507;14925;10027;7450;9247;19808;10064
evaluation,48,23947;19081;18784;18613;6219;5119;5838;9437;2712;24742
evaluation,49,8830;22251;22663;14007;14314;17339;1187;18428;16545;9781
evaluation,50,4886;18216;15297;24129;3067;2596;15010;5487;12674;19362
evaluation,51,20271;19174;6363;23565;16039;13200;16476;2307;9287;7329
evaluation,52,6174;11308;13768;1598;18746;15543;10047;12911;308;19826
evaluation,53,19884;15089;17797;9996;16251;18263;7620;10428;19580;12795
evaluation,54,20426;10352;12670;8953;16896;5049;12869;5693;23050;4609
evaluation,55,22063;4243;22895;13196;15203;13924;23731;2392;11285;19661
evaluation,56,2075;19106;6602;17550;10544;3837;10164;18850;1470;24346
evaluation,57,9797;16856;1321;14362;4720;10755;22179;2839;9348;8688
evaluation,58,12376;23130;5749;19646;13537;171;11392;15854;16620;15612
evaluation,59,21884;17013;14089;2527;17655;7931;20765;21229;19450;24903
evaluation,60,17762;2880;18952;23744;24765;23540;3777;3257;16673;9495
evaluation,61,24919;20050;18653;11877;11632;20526;10663;17004;17960;17813
evaluation,62,4238;8901;23565;18651;3065;17964;8045;11750;13433;4765
evaluation,63,23370;16418;22562;9582;12660;6533;679;7196;11395;12282
