split,query_index,ids
evaluation,43,76424;24769;61124;26231;81867;42431;54020;4352;51425;56040
evaluation,44,62355;24506;21998;89119;58790;54318;19111;74103;69814;22287
evaluation,45,18667;17568;8883;24305;96355;90848;4413;19027;67863;1441
evaluation,46,30100;33415;39530;97489;84909;66624;30911;17400;86177;45843
evaluation,47,11864;80604;51933;25149;8283;71862;46197;21929;16676;25844
evaluation,48,15297;74978;85461;31707;71739;74032;94775;25665;18522;36911
evaluation,49,56285;15896;75182;72033;3071;93646;44778;81155;65411;25677
evaluation,50,76786;30794;61925;14097;30551;58690;8089;43116;16494;19764
evaluation,51,77526;66378;97653;2433;97055;16715;24847;51108;34254;30274
evaluation,52,4026;3051;89167;28143;74190;32137;36914;68550;22478;66065
evaluation,53,25995;39322;10757;57293;97998;70298;55242;51165;46799;25347
evaluation,54,68183;8314;74833;61081;49886;18030;26940;95544;64149;81808
evaluation,55,5297;76127;82150;36034;79847;72507;76767;92006;32282;13559
evaluation,56,82539;66112;24720;89317;41287;20843;74121;25455;80897;74362
evaluation,57,46372;12150;68437;84411;34001;76546;90629;76535;41537;19131
evaluation,58,75722;89491;30513;96622;51122;70053;118;68838;62952;7998
evaluation,59,12996;95037;7444;6123;94907;48263;18096;32599;79083;57180
evaluation,60,60036;9985;56472;47392;76343;29166;15803;54858;26643;33761
evaluation,61,33410;60592;79192;43837;92508;34219;19432;75991;36283;42475
evaluation,62,22911;12560;86439;54956;66503;32116;14473;38410;87198;94428
evaluation,63,34935;72216;28578;55308;97852;65776;81757;80205;14010;63072
