system,eligible,repetition,ordinal,query,latency_ns_e2e
qenlo_cuda_buffered_prototype,1000,0,35,63,76128
qenlo_cuda_buffered_prototype,1000,0,36,15,72356
qenlo_cuda_buffered_prototype,1000,0,37,22,75220
qenlo_cuda_buffered_prototype,1000,0,38,19,76686
qenlo_cuda_buffered_prototype,1000,0,39,10,74242
qenlo_cuda_buffered_prototype,1000,0,40,14,73823
qenlo_cuda_buffered_prototype,1000,0,41,21,78572
qenlo_cuda_buffered_prototype,1000,0,42,3,74730
qenlo_cuda_buffered_prototype,1000,0,43,73,73753
qenlo_cuda_buffered_prototype,1000,0,44,79,72355
qenlo_cuda_buffered_prototype,1000,0,45,91,75219
qenlo_cuda_buffered_prototype,1000,0,46,90,90375
qenlo_cuda_buffered_prototype,1000,0,47,2,77175
qenlo_cuda_buffered_prototype,1000,0,48,47,77594
qenlo_cuda_buffered_prototype,1000,0,49,16,73822
qenlo_cuda_buffered_prototype,1000,0,50,13,75290
qenlo_cuda_buffered_prototype,1000,0,51,52,74800
qenlo_cuda_buffered_prototype,1000,0,52,44,72914
qenlo_cuda_buffered_prototype,1000,0,53,43,75219
qenlo_cuda_buffered_prototype,1000,0,54,72,81296
qenlo_cuda_buffered_prototype,1000,0,55,26,72426
qenlo_cuda_buffered_prototype,1000,0,56,45,75709
qenlo_cuda_buffered_prototype,1000,0,57,86,72496
qenlo_cuda_buffered_prototype,1000,0,58,80,72426
qenlo_cuda_buffered_prototype,1000,0,59,17,88420
qenlo_cuda_buffered_prototype,1000,0,60,64,75709
qenlo_cuda_buffered_prototype,1000,0,61,33,73334
qenlo_cuda_buffered_prototype,1000,0,62,30,71448
qenlo_cuda_buffered_prototype,1000,0,63,85,74311
qenlo_cuda_buffered_prototype,1000,0,64,4,80877
qenlo_cuda_buffered_prototype,1000,0,65,36,78014
qenlo_cuda_buffered_prototype,1000,0,66,24,72356
qenlo_cuda_buffered_prototype,1000,0,67,93,73892
qenlo_cuda_buffered_prototype,1000,0,68,54,74242
qenlo_cuda_buffered_prototype,1000,0,69,41,74730
qenlo_cuda_buffered_prototype,1000,0,70,95,75708
qenlo_cuda_buffered_prototype,1000,0,71,1,93588
qenlo_cuda_buffered_prototype,1000,0,72,34,77943
qenlo_cuda_buffered_prototype,1000,0,73,82,72775
qenlo_cuda_buffered_prototype,1000,0,74,12,74730
qenlo_cuda_buffered_prototype,1000,0,75,76,74241
qenlo_cuda_buffered_prototype,1000,0,76,77,81854
qenlo_cuda_buffered_prototype,1000,0,77,18,74242
qenlo_cuda_buffered_prototype,1000,0,78,61,81366
qenlo_cuda_buffered_prototype,1000,0,79,70,74731
qenlo_cuda_buffered_prototype,1000,0,80,48,78013
qenlo_cuda_buffered_prototype,1000,0,81,92,74800
qenlo_cuda_buffered_prototype,1000,0,82,53,75289
qenlo_cuda_buffered_prototype,1000,0,83,5,92680
qenlo_cuda_buffered_prototype,1000,0,84,31,77594
qenlo_cuda_buffered_prototype,1000,0,85,84,74800
qenlo_cuda_buffered_prototype,1000,0,86,20,72426
qenlo_cuda_buffered_prototype,1000,0,87,7,74312
qenlo_cuda_buffered_prototype,1000,0,88,39,74311
qenlo_cuda_buffered_prototype,1000,0,89,65,71937
qenlo_cuda_buffered_prototype,1000,0,90,66,73334
qenlo_cuda_buffered_prototype,1000,0,91,27,74312
qenlo_cuda_buffered_prototype,1000,0,92,71,74242
qenlo_cuda_buffered_prototype,1000,0,93,59,74730
qenlo_cuda_buffered_prototype,1000,0,94,35,74730
qenlo_cuda_buffered_prototype,1000,0,95,11,74730
qenlo_cuda_buffered_prototype,1000,0,96,51,94217
qenlo_cuda_buffered_prototype,1000,0,97,88,75220
qenlo_cuda_buffered_prototype,1000,0,98,98,81854
qenlo_cuda_buffered_prototype,1000,0,99,68,78013
faiss_gpu_flat_ip,1000,0,0,49,85626
faiss_gpu_flat_ip,1000,0,1,99,71029
faiss_gpu_flat_ip,1000,0,2,6,66210
faiss_gpu_flat_ip,1000,0,3,38,66699
faiss_gpu_flat_ip,1000,0,4,50,64883
faiss_gpu_flat_ip,1000,0,5,67,65791
faiss_gpu_flat_ip,1000,0,6,96,66768
faiss_gpu_flat_ip,1000,0,7,23,72426
faiss_gpu_flat_ip,1000,0,8,75,67118
faiss_gpu_flat_ip,1000,0,9,0,80388
faiss_gpu_flat_ip,1000,0,10,69,69074
faiss_gpu_flat_ip,1000,0,11,8,64324
faiss_gpu_flat_ip,1000,0,12,28,65302
faiss_gpu_flat_ip,1000,0,13,87,65232
faiss_gpu_flat_ip,1000,0,14,74,66279
faiss_gpu_flat_ip,1000,0,15,60,64813
faiss_gpu_flat_ip,1000,0,16,25,65791
faiss_gpu_flat_ip,1000,0,17,37,64394
faiss_gpu_flat_ip,1000,0,18,46,66769
faiss_gpu_flat_ip,1000,0,19,81,69632
faiss_gpu_flat_ip,1000,0,20,97,64883
faiss_gpu_flat_ip,1000,0,21,57,65302
faiss_gpu_flat_ip,1000,0,22,42,65790
faiss_gpu_flat_ip,1000,0,23,83,69073
faiss_gpu_flat_ip,1000,0,24,62,68584
faiss_gpu_flat_ip,1000,0,25,58,64324
faiss_gpu_flat_ip,1000,0,26,56,63416
faiss_gpu_flat_ip,1000,0,27,40,65302
faiss_gpu_flat_ip,1000,0,28,9,62927
faiss_gpu_flat_ip,1000,0,29,29,65301
faiss_gpu_flat_ip,1000,0,30,55,65791
faiss_gpu_flat_ip,1000,0,31,89,65302
faiss_gpu_flat_ip,1000,0,32,78,71937
faiss_gpu_flat_ip,1000,0,33,32,64393
faiss_gpu_flat_ip,1000,0,34,94,64813
faiss_gpu_flat_ip,1000,0,35,63,65302
faiss_gpu_flat_ip,1000,0,36,15,65302
faiss_gpu_flat_ip,1000,0,37,22,66280
faiss_gpu_flat_ip,1000,0,38,19,83810
faiss_gpu_flat_ip,1000,0,39,10,66699
faiss_gpu_flat_ip,1000,0,40,14,67188
faiss_gpu_flat_ip,1000,0,41,21,65371
faiss_gpu_flat_ip,1000,0,42,3,66210
faiss_gpu_flat_ip,1000,0,43,73,65302
faiss_gpu_flat_ip,1000,0,44,79,64813
faiss_gpu_flat_ip,1000,0,45,91,65302
faiss_gpu_flat_ip,1000,0,46,90,65232
faiss_gpu_flat_ip,1000,0,47,2,64813
faiss_gpu_flat_ip,1000,0,48,47,65302
faiss_gpu_flat_ip,1000,0,49,16,64813
faiss_gpu_flat_ip,1000,0,50,13,65302
faiss_gpu_flat_ip,1000,0,51,52,65232
faiss_gpu_flat_ip,1000,0,52,44,73823
faiss_gpu_flat_ip,1000,0,53,43,68025
faiss_gpu_flat_ip,1000,0,54,72,66210
faiss_gpu_flat_ip,1000,0,55,26,64324
faiss_gpu_flat_ip,1000,0,56,45,65302
faiss_gpu_flat_ip,1000,0,57,86,64882
faiss_gpu_flat_ip,1000,0,58,80,67607
faiss_gpu_flat_ip,1000,0,59,17,64812
faiss_gpu_flat_ip,1000,0,60,64,65721
faiss_gpu_flat_ip,1000,0,61,33,65790
faiss_gpu_flat_ip,1000,0,62,30,64813
faiss_gpu_flat_ip,1000,0,63,85,65302
faiss_gpu_flat_ip,1000,0,64,4,69981
faiss_gpu_flat_ip,1000,0,65,36,66699
faiss_gpu_flat_ip,1000,0,66,24,81785
faiss_gpu_flat_ip,1000,0,67,93,69003
faiss_gpu_flat_ip,1000,0,68,54,64743
faiss_gpu_flat_ip,1000,0,69,41,66280
faiss_gpu_flat_ip,1000,0,70,95,64813
faiss_gpu_flat_ip,1000,0,71,1,64883
faiss_gpu_flat_ip,1000,0,72,34,64813
faiss_gpu_flat_ip,1000,0,73,82,64744
faiss_gpu_flat_ip,1000,0,74,12,65302
faiss_gpu_flat_ip,1000,0,75,76,65302
faiss_gpu_flat_ip,1000,0,76,77,64813
faiss_gpu_flat_ip,1000,0,77,18,68585
faiss_gpu_flat_ip,1000,0,78,61,63905
faiss_gpu_flat_ip,1000,0,79,70,64813
faiss_gpu_flat_ip,1000,0,80,48,64813
faiss_gpu_flat_ip,1000,0,81,92,78013
faiss_gpu_flat_ip,1000,0,82,53,67187
faiss_gpu_flat_ip,1000,0,83,5,66768
faiss_gpu_flat_ip,1000,0,84,31,62857
faiss_gpu_flat_ip,1000,0,85,84,64813
faiss_gpu_flat_ip,1000,0,86,20,64394
faiss_gpu_flat_ip,1000,0,87,7,66698
faiss_gpu_flat_ip,1000,0,88,39,65302
faiss_gpu_flat_ip,1000,0,89,65,64255
faiss_gpu_flat_ip,1000,0,90,66,63905
faiss_gpu_flat_ip,1000,0,91,27,64743
faiss_gpu_flat_ip,1000,0,92,71,65791
faiss_gpu_flat_ip,1000,0,93,59,65791
faiss_gpu_flat_ip,1000,0,94,35,64813
faiss_gpu_flat_ip,1000,0,95,11,80387
faiss_gpu_flat_ip,1000,0,96,51,67606
faiss_gpu_flat_ip,1000,0,97,88,69492
faiss_gpu_flat_ip,1000,0,98,98,67188
faiss_gpu_flat_ip,1000,0,99,68,65791
qenlo_cuda_buffered_prototype,1000,1,0,37,97499
qenlo_cuda_buffered_prototype,1000,1,1,2,78991
qenlo_cuda_buffered_prototype,1000,1,2,35,75639
qenlo_cuda_buffered_prototype,1000,1,3,7,74311
qenlo_cuda_buffered_prototype,1000,1,4,16,76127
qenlo_cuda_buffered_prototype,1000,1,5,1,74312
qenlo_cuda_buffered_prototype,1000,1,6,83,74312
qenlo_cuda_buffered_prototype,1000,1,7,6,74801
qenlo_cuda_buffered_prototype,1000,1,8,56,97499
qenlo_cuda_buffered_prototype,1000,1,9,5,73753
qenlo_cuda_buffered_prototype,1000,1,10,14,75150
qenlo_cuda_buffered_prototype,1000,1,11,49,74731
qenlo_cuda_buffered_prototype,1000,1,12,80,74311
qenlo_cuda_buffered_prototype,1000,1,13,94,72915
qenlo_cuda_buffered_prototype,1000,1,14,38,74800
qenlo_cuda_buffered_prototype,1000,1,15,44,73334
qenlo_cuda_buffered_prototype,1000,1,16,74,80388
qenlo_cuda_buffered_prototype,1000,1,17,25,74242
qenlo_cuda_buffered_prototype,1000,1,18,98,83810
qenlo_cuda_buffered_prototype,1000,1,19,50,72915
qenlo_cuda_buffered_prototype,1000,1,20,40,93238
qenlo_cuda_buffered_prototype,1000,1,21,21,75708
qenlo_cuda_buffered_prototype,1000,1,22,47,74731
qenlo_cuda_buffered_prototype,1000,1,23,70,207709
qenlo_cuda_buffered_prototype,1000,1,24,23,79480
qenlo_cuda_buffered_prototype,1000,1,25,4,83740
qenlo_cuda_buffered_prototype,1000,1,26,71,74311
qenlo_cuda_buffered_prototype,1000,1,27,61,84159
qenlo_cuda_buffered_prototype,1000,1,28,67,74312
qenlo_cuda_buffered_prototype,1000,1,29,24,75778
qenlo_cuda_buffered_prototype,1000,1,30,89,92680
qenlo_cuda_buffered_prototype,1000,1,31,68,77524
qenlo_cuda_buffered_prototype,1000,1,32,36,74312
qenlo_cuda_buffered_prototype,1000,1,33,22,76128
qenlo_cuda_buffered_prototype,1000,1,34,65,74242
qenlo_cuda_buffered_prototype,1000,1,35,15,74800
qenlo_cuda_buffered_prototype,1000,1,36,51,74730
qenlo_cuda_buffered_prototype,1000,1,37,99,74730
qenlo_cuda_buffered_prototype,1000,1,38,96,74730
qenlo_cuda_buffered_prototype,1000,1,39,85,74242
qenlo_cuda_buffered_prototype,1000,1,40,82,74312
qenlo_cuda_buffered_prototype,1000,1,41,63,74731
qenlo_cuda_buffered_prototype,1000,1,42,17,74800
qenlo_cuda_buffered_prototype,1000,1,43,10,90375
qenlo_cuda_buffered_prototype,1000,1,44,59,75220
qenlo_cuda_buffered_prototype,1000,1,45,11,76616
qenlo_cuda_buffered_prototype,1000,1,46,91,74311
qenlo_cuda_buffered_prototype,1000,1,47,18,74311
qenlo_cuda_buffered_prototype,1000,1,48,73,71866
qenlo_cuda_buffered_prototype,1000,1,49,57,75709
qenlo_cuda_buffered_prototype,1000,1,50,43,74241
qenlo_cuda_buffered_prototype,1000,1,51,53,74241
qenlo_cuda_buffered_prototype,1000,1,52,79,74311
qenlo_cuda_buffered_prototype,1000,1,53,28,74730
qenlo_cuda_buffered_prototype,1000,1,54,31,73823
qenlo_cuda_buffered_prototype,1000,1,55,13,89468
qenlo_cuda_buffered_prototype,1000,1,56,34,76197
qenlo_cuda_buffered_prototype,1000,1,57,81,74800
qenlo_cuda_buffered_prototype,1000,1,58,76,74731
qenlo_cuda_buffered_prototype,1000,1,59,93,74242
qenlo_cuda_buffered_prototype,1000,1,60,69,72356
qenlo_cuda_buffered_prototype,1000,1,61,27,74731
qenlo_cuda_buffered_prototype,1000,1,62,32,74312
qenlo_cuda_buffered_prototype,1000,1,63,55,74731
qenlo_cuda_buffered_prototype,1000,1,64,12,80877
qenlo_cuda_buffered_prototype,1000,1,65,20,75149
qenlo_cuda_buffered_prototype,1000,1,66,64,74241
qenlo_cuda_buffered_prototype,1000,1,67,60,73822
qenlo_cuda_buffered_prototype,1000,1,68,8,89397
qenlo_cuda_buffered_prototype,1000,1,69,19,73822
qenlo_cuda_buffered_prototype,1000,1,70,26,74730
qenlo_cuda_buffered_prototype,1000,1,71,66,74731
qenlo_cuda_buffered_prototype,1000,1,72,97,74311
qenlo_cuda_buffered_prototype,1000,1,73,30,76197
qenlo_cuda_buffered_prototype,1000,1,74,29,72426
qenlo_cuda_buffered_prototype,1000,1,75,0,74731
qenlo_cuda_buffered_prototype,1000,1,76,75,74242
qenlo_cuda_buffered_prototype,1000,1,77,78,74730
qenlo_cuda_buffered_prototype,1000,1,78,72,80876
qenlo_cuda_buffered_prototype,1000,1,79,46,74800
qenlo_cuda_buffered_prototype,1000,1,80,86,88000
qenlo_cuda_buffered_prototype,1000,1,81,42,76127
qenlo_cuda_buffered_prototype,1000,1,82,39,73334
qenlo_cuda_buffered_prototype,1000,1,83,84,72286
qenlo_cuda_buffered_prototype,1000,1,84,54,72426
qenlo_cuda_buffered_prototype,1000,1,85,58,71937
qenlo_cuda_buffered_prototype,1000,1,86,48,73333
qenlo_cuda_buffered_prototype,1000,1,87,9,73333
qenlo_cuda_buffered_prototype,1000,1,88,90,78013
qenlo_cuda_buffered_prototype,1000,1,89,77,81365
qenlo_cuda_buffered_prototype,1000,1,90,62,74801
qenlo_cuda_buffered_prototype,1000,1,91,95,72426
qenlo_cuda_buffered_prototype,1000,1,92,87,73753
qenlo_cuda_buffered_prototype,1000,1,93,3,92191
qenlo_cuda_buffered_prototype,1000,1,94,41,75150
qenlo_cuda_buffered_prototype,1000,1,95,88,73823
qenlo_cuda_buffered_prototype,1000,1,96,92,74312
qenlo_cuda_buffered_prototype,1000,1,97,52,71937
qenlo_cuda_buffered_prototype,1000,1,98,33,74312
qenlo_cuda_buffered_prototype,1000,1,99,45,74242
faiss_gpu_flat_ip,1000,1,0,37,86533
faiss_gpu_flat_ip,1000,1,1,2,68165
faiss_gpu_flat_ip,1000,1,2,35,66768
faiss_gpu_flat_ip,1000,1,3,7,66209
faiss_gpu_flat_ip,1000,1,4,16,65302
faiss_gpu_flat_ip,1000,1,5,1,66279
faiss_gpu_flat_ip,1000,1,6,83,81365
faiss_gpu_flat_ip,1000,1,7,6,71378
faiss_gpu_flat_ip,1000,1,8,56,66629
faiss_gpu_flat_ip,1000,1,9,5,67188
faiss_gpu_flat_ip,1000,1,10,14,66769
faiss_gpu_flat_ip,1000,1,11,49,66209
faiss_gpu_flat_ip,1000,1,12,80,65372
faiss_gpu_flat_ip,1000,1,13,94,64883
faiss_gpu_flat_ip,1000,1,14,38,64813
faiss_gpu_flat_ip,1000,1,15,44,64325
faiss_gpu_flat_ip,1000,1,16,74,63835
faiss_gpu_flat_ip,1000,1,17,25,63835
faiss_gpu_flat_ip,1000,1,18,98,61530
faiss_gpu_flat_ip,1000,1,19,50,63905
faiss_gpu_flat_ip,1000,1,20,40,71867
faiss_gpu_flat_ip,1000,1,21,21,67746
faiss_gpu_flat_ip,1000,1,22,47,64324
faiss_gpu_flat_ip,1000,1,23,70,64394
faiss_gpu_flat_ip,1000,1,24,23,61950
faiss_gpu_flat_ip,1000,1,25,4,63905
faiss_gpu_flat_ip,1000,1,26,71,105531
faiss_gpu_flat_ip,1000,1,27,61,68654
faiss_gpu_flat_ip,1000,1,28,67,64813
faiss_gpu_flat_ip,1000,1,29,24,64254
faiss_gpu_flat_ip,1000,1,30,89,64394
faiss_gpu_flat_ip,1000,1,31,68,65721
faiss_gpu_flat_ip,1000,1,32,36,64813
faiss_gpu_flat_ip,1000,1,33,22,64324
faiss_gpu_flat_ip,1000,1,34,65,71029
faiss_gpu_flat_ip,1000,1,35,15,67187
faiss_gpu_flat_ip,1000,1,36,51,65301
faiss_gpu_flat_ip,1000,1,37,99,65372
faiss_gpu_flat_ip,1000,1,38,96,64813
faiss_gpu_flat_ip,1000,1,39,85,63905
faiss_gpu_flat_ip,1000,1,40,82,65302
faiss_gpu_flat_ip,1000,1,41,63,62927
faiss_gpu_flat_ip,1000,1,42,17,64325
faiss_gpu_flat_ip,1000,1,43,10,63416
faiss_gpu_flat_ip,1000,1,44,59,63346
faiss_gpu_flat_ip,1000,1,45,11,63416
faiss_gpu_flat_ip,1000,1,46,91,64324
faiss_gpu_flat_ip,1000,1,47,18,63905
faiss_gpu_flat_ip,1000,1,48,73,64394
faiss_gpu_flat_ip,1000,1,49,57,78642
faiss_gpu_flat_ip,1000,1,50,43,65791
faiss_gpu_flat_ip,1000,1,51,53,64324
faiss_gpu_flat_ip,1000,1,52,79,68235
faiss_gpu_flat_ip,1000,1,53,28,65721
faiss_gpu_flat_ip,1000,1,54,31,63905
faiss_gpu_flat_ip,1000,1,55,13,63346
faiss_gpu_flat_ip,1000,1,56,34,63836
faiss_gpu_flat_ip,1000,1,57,81,63416
faiss_gpu_flat_ip,1000,1,58,76,64394
faiss_gpu_flat_ip,1000,1,59,93,63416
faiss_gpu_flat_ip,1000,1,60,69,63416
faiss_gpu_flat_ip,1000,1,61,27,62928
faiss_gpu_flat_ip,1000,1,62,32,63416
faiss_gpu_flat_ip,1000,1,63,55,61949
faiss_gpu_flat_ip,1000,1,64,12,78572
faiss_gpu_flat_ip,1000,1,65,20,62927
faiss_gpu_flat_ip,1000,1,66,64,64743
faiss_gpu_flat_ip,1000,1,67,60,63346
faiss_gpu_flat_ip,1000,1,68,8,63765
faiss_gpu_flat_ip,1000,1,69,19,63835
faiss_gpu_flat_ip,1000,1,70,26,64255
faiss_gpu_flat_ip,1000,1,71,66,63835
faiss_gpu_flat_ip,1000,1,72,97,63346
faiss_gpu_flat_ip,1000,1,73,30,63346
faiss_gpu_flat_ip,1000,1,74,29,63835
faiss_gpu_flat_ip,1000,1,75,0,62858
faiss_gpu_flat_ip,1000,1,76,75,63346
faiss_gpu_flat_ip,1000,1,77,78,63835
faiss_gpu_flat_ip,1000,1,78,72,76616
faiss_gpu_flat_ip,1000,1,79,46,66699
faiss_gpu_flat_ip,1000,1,80,86,63835
faiss_gpu_flat_ip,1000,1,81,42,63766
faiss_gpu_flat_ip,1000,1,82,39,63835
faiss_gpu_flat_ip,1000,1,83,84,64254
faiss_gpu_flat_ip,1000,1,84,54,64324
faiss_gpu_flat_ip,1000,1,85,58,65791
faiss_gpu_flat_ip,1000,1,86,48,64324
faiss_gpu_flat_ip,1000,1,87,9,64254
faiss_gpu_flat_ip,1000,1,88,90,65302
faiss_gpu_flat_ip,1000,1,89,77,63835
faiss_gpu_flat_ip,1000,1,90,62,63905
faiss_gpu_flat_ip,1000,1,91,95,63835
faiss_gpu_flat_ip,1000,1,92,87,63416
faiss_gpu_flat_ip,1000,1,93,3,71937
faiss_gpu_flat_ip,1000,1,94,41,67187
faiss_gpu_flat_ip,1000,1,95,88,63416
faiss_gpu_flat_ip,1000,1,96,92,63416
faiss_gpu_flat_ip,1000,1,97,52,62927
faiss_gpu_flat_ip,1000,1,98,33,64325
faiss_gpu_flat_ip,1000,1,99,45,64324
qenlo_cuda_buffered_prototype,1000,2,0,49,94635
qenlo_cuda_buffered_prototype,1000,2,1,39,79969
qenlo_cuda_buffered_prototype,1000,2,2,25,72845
qenlo_cuda_buffered_prototype,1000,2,3,29,72845
qenlo_cuda_buffered_prototype,1000,2,4,36,72845
qenlo_cuda_buffered_prototype,1000,2,5,28,76616
qenlo_cuda_buffered_prototype,1000,2,6,72,84229
qenlo_cuda_buffered_prototype,1000,2,7,21,74730
qenlo_cuda_buffered_prototype,1000,2,8,69,72845
qenlo_cuda_buffered_prototype,1000,2,9,97,74241
qenlo_cuda_buffered_prototype,1000,2,10,65,71937
qenlo_cuda_buffered_prototype,1000,2,11,35,72845
qenlo_cuda_buffered_prototype,1000,2,12,83,78502
qenlo_cuda_buffered_prototype,1000,2,13,8,72356
qenlo_cuda_buffered_prototype,1000,2,14,67,72355
qenlo_cuda_buffered_prototype,1000,2,15,64,74241
qenlo_cuda_buffered_prototype,1000,2,16,63,72426
qenlo_cuda_buffered_prototype,1000,2,17,12,72845
qenlo_cuda_buffered_prototype,1000,2,18,24,75709
qenlo_cuda_buffered_prototype,1000,2,19,15,90794
qenlo_cuda_buffered_prototype,1000,2,20,34,74311
qenlo_cuda_buffered_prototype,1000,2,21,92,72845
qenlo_cuda_buffered_prototype,1000,2,22,61,79898
qenlo_cuda_buffered_prototype,1000,2,23,10,72425
qenlo_cuda_buffered_prototype,1000,2,24,99,76686
qenlo_cuda_buffered_prototype,1000,2,25,90,70051
qenlo_cuda_buffered_prototype,1000,2,26,5,72426
qenlo_cuda_buffered_prototype,1000,2,27,22,72356
qenlo_cuda_buffered_prototype,1000,2,28,26,72356
qenlo_cuda_buffered_prototype,1000,2,29,40,72356
qenlo_cuda_buffered_prototype,1000,2,30,73,71518
qenlo_cuda_buffered_prototype,1000,2,31,75,72355
qenlo_cuda_buffered_prototype,1000,2,32,33,88000
qenlo_cuda_buffered_prototype,1000,2,33,17,71378
qenlo_cuda_buffered_prototype,1000,2,34,77,79410
qenlo_cuda_buffered_prototype,1000,2,35,6,72356
qenlo_cuda_buffered_prototype,1000,2,36,86,72496
qenlo_cuda_buffered_prototype,1000,2,37,60,72425
qenlo_cuda_buffered_prototype,1000,2,38,14,72356
qenlo_cuda_buffered_prototype,1000,2,39,89,72775
qenlo_cuda_buffered_prototype,1000,2,40,52,72915
qenlo_cuda_buffered_prototype,1000,2,41,68,72426
qenlo_cuda_buffered_prototype,1000,2,42,93,72355
qenlo_cuda_buffered_prototype,1000,2,43,76,70959
qenlo_cuda_buffered_prototype,1000,2,44,66,90864
qenlo_cuda_buffered_prototype,1000,2,45,42,76616
qenlo_cuda_buffered_prototype,1000,2,46,58,73333
qenlo_cuda_buffered_prototype,1000,2,47,20,71378
qenlo_cuda_buffered_prototype,1000,2,48,4,79899
qenlo_cuda_buffered_prototype,1000,2,49,87,72915
qenlo_cuda_buffered_prototype,1000,2,50,88,71448
qenlo_cuda_buffered_prototype,1000,2,51,46,80946
qenlo_cuda_buffered_prototype,1000,2,52,62,72356
qenlo_cuda_buffered_prototype,1000,2,53,85,72425
qenlo_cuda_buffered_prototype,1000,2,54,27,71518
qenlo_cuda_buffered_prototype,1000,2,55,1,72426
qenlo_cuda_buffered_prototype,1000,2,56,3,72356
qenlo_cuda_buffered_prototype,1000,2,57,54,88489
qenlo_cuda_buffered_prototype,1000,2,58,91,73823
qenlo_cuda_buffered_prototype,1000,2,59,23,72426
qenlo_cuda_buffered_prototype,1000,2,60,0,72356
qenlo_cuda_buffered_prototype,1000,2,61,55,72426
qenlo_cuda_buffered_prototype,1000,2,62,81,71448
qenlo_cuda_buffered_prototype,1000,2,63,50,74800
qenlo_cuda_buffered_prototype,1000,2,64,47,71518
qenlo_cuda_buffered_prototype,1000,2,65,57,70051
qenlo_cuda_buffered_prototype,1000,2,66,74,71378
qenlo_cuda_buffered_prototype,1000,2,67,16,72914
qenlo_cuda_buffered_prototype,1000,2,68,84,70400
qenlo_cuda_buffered_prototype,1000,2,69,78,71378
qenlo_cuda_buffered_prototype,1000,2,70,71,88978
qenlo_cuda_buffered_prototype,1000,2,71,19,72845
qenlo_cuda_buffered_prototype,1000,2,72,41,72425
qenlo_cuda_buffered_prototype,1000,2,73,7,72356
qenlo_cuda_buffered_prototype,1000,2,74,59,70400
qenlo_cuda_buffered_prototype,1000,2,75,32,72355
qenlo_cuda_buffered_prototype,1000,2,76,51,72914
qenlo_cuda_buffered_prototype,1000,2,77,43,72356
qenlo_cuda_buffered_prototype,1000,2,78,13,71867
qenlo_cuda_buffered_prototype,1000,2,79,30,71937
qenlo_cuda_buffered_prototype,1000,2,80,2,71378
qenlo_cuda_buffered_prototype,1000,2,81,56,71378
qenlo_cuda_buffered_prototype,1000,2,82,95,77525
qenlo_cuda_buffered_prototype,1000,2,83,31,91353
qenlo_cuda_buffered_prototype,1000,2,84,9,72845
qenlo_cuda_buffered_prototype,1000,2,85,18,70610
qenlo_cuda_buffered_prototype,1000,2,86,37,72915
qenlo_cuda_buffered_prototype,1000,2,87,82,72356
qenlo_cuda_buffered_prototype,1000,2,88,70,73264
qenlo_cuda_buffered_prototype,1000,2,89,53,69981
qenlo_cuda_buffered_prototype,1000,2,90,48,71448
qenlo_cuda_buffered_prototype,1000,2,91,79,72356
qenlo_cuda_buffered_prototype,1000,2,92,98,78641
qenlo_cuda_buffered_prototype,1000,2,93,38,72426
qenlo_cuda_buffered_prototype,1000,2,94,44,71448
qenlo_cuda_buffered_prototype,1000,2,95,94,71867
qenlo_cuda_buffered_prototype,1000,2,96,96,88000
qenlo_cuda_buffered_prototype,1000,2,97,80,72356
qenlo_cuda_buffered_prototype,1000,2,98,45,69493
qenlo_cuda_buffered_prototype,1000,2,99,11,70400
faiss_gpu_flat_ip,1000,2,0,49,80457
